split,tournament,player,fj_id,tm_id,dob,team_id,team_name,position,age,value_before,value_before_12m,value_after,wc_goals,wc_matches,wc_starts,wc_subs,prior_wc,target_logratio,target_pct,log_vb,value_trend_1y,pos_DEF,pos_FWD,pos_GK,pos_MID
train,WC-2014,joao pereira,P-17971,13217.0,1984-02-25,T-58,Portugal,DEF,30.2943189596167,6000000.0,6000000.0,6000000.0,0.0,3.0,3.0,0.0,0,0.0,0.0,15.60727002719233,0.0,True,False,False,False
train,WC-2014,not applicable beto,P-27059,,1982-05-01,T-58,Portugal,GK,32.114989733059545,,,,0.0,2.0,2.0,0.0,0,,,,0.0,False,False,True,False
train,WC-2014,helder postiga,P-83900,5169.0,1982-08-02,T-58,Portugal,FWD,31.860369609856264,3500000.0,4000000.0,2000000.0,0.0,1.0,1.0,0.0,0,-0.5596157879354228,-42.85714285714286,15.068273526459642,-0.1335313569102465,False,True,False,False
train,WC-2014,igor akinfeev,P-95453,15570.0,1986-04-08,T-62,Russia,GK,28.177960301163587,20000000.0,18000000.0,16000000.0,0.0,3.0,3.0,0.0,0,-0.2231435513142097,-19.999999999999996,16.811242831518264,0.10536051010227111,False,False,True,False
train,WC-2014,aleksei kozlov,P-21554,,1986-11-16,T-62,Russia,DEF,27.57015742642026,,,,0.0,2.0,2.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,georgi shchennikov,P-83934,70097.0,1991-04-27,T-62,Russia,DEF,23.12662559890486,4000000.0,3500000.0,5000000.0,0.0,0.0,0.0,0.0,0,0.22314355131420976,25.0,15.201804919084164,0.1335313569102465,True,False,False,False
train,WC-2014,sergei ignashevich,P-79763,9644.0,1979-07-14,T-62,Russia,DEF,34.913073237508556,2000000.0,4500000.0,1500000.0,0.0,3.0,3.0,0.0,0,-0.2876820724517809,-25.0,14.508657738524219,-0.8109299384386514,True,False,False,False
train,WC-2014,andrei semyonov,P-36787,,1989-03-24,T-62,Russia,DEF,25.218343600273784,,,,0.0,0.0,0.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,maksim kanunnikov,P-12197,104201.0,1991-07-14,T-62,Russia,FWD,22.913073237508556,1800000.0,1500000.0,2000000.0,0.0,2.0,1.0,1.0,0,0.10536051565782635,11.111111111111116,14.403297222866392,0.18232144568291136,False,True,False,False
train,WC-2014,igor denisov,P-76640,15650.0,1984-05-17,T-62,Russia,MID,30.069815195071868,14000000.0,16000000.0,12000000.0,0.0,2.0,0.0,2.0,0,-0.15415067982725836,-14.28571428571429,16.454567887579532,-0.13353138369595177,False,False,False,True
train,WC-2014,denis glushakov,P-30808,55336.0,1987-01-27,T-62,Russia,MID,27.37303216974675,10000000.0,10000000.0,9000000.0,0.0,3.0,3.0,0.0,0,-0.10536051565782628,-9.999999999999998,16.11809565095832,0.0,False,False,False,True
train,WC-2014,aleksandr kokorin,P-67113,89086.0,1991-03-19,T-62,Russia,FWD,23.23340177960301,18000000.0,8000000.0,18000000.0,1.0,3.0,3.0,0.0,0,0.0,0.0,16.70588231586044,0.8109301467718906,False,True,False,False
train,WC-2014,alan dzagoev,P-69896,69683.0,1990-06-17,T-62,Russia,MID,23.98631074606434,23000000.0,25000000.0,20000000.0,0.0,3.0,0.0,3.0,0,-0.13976194237515874,-13.043478260869568,16.951004773893423,-0.08338160546079035,False,False,False,True
train,WC-2014,aleksandr kerzhakov,P-89971,15381.0,1982-11-27,T-62,Russia,FWD,31.540041067761805,7000000.0,14000000.0,5000000.0,1.0,3.0,1.0,2.0,0,-0.3364722366212129,-28.57142857142857,15.761420707019587,-0.6931471091313814,False,True,False,False
train,WC-2014,yuri lodygin,P-03044,126360.0,1990-05-26,T-62,Russia,GK,24.046543463381244,5000000.0,500000.0,6500000.0,0.0,0.0,0.0,0.0,0,0.26236426446749106,30.000000000000004,15.424948470398375,2.302583292996026,False,False,True,False
train,WC-2014,vladimir granat,P-11462,31068.0,1987-05-22,T-62,Russia,DEF,27.058179329226558,5000000.0,4000000.0,5000000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.424948470398375,0.22314350131422106,True,False,False,False
train,WC-2014,vasili berezutski,P-31094,15362.0,1982-06-20,T-62,Russia,DEF,31.978097193702943,6000000.0,6000000.0,6000000.0,0.0,3.0,3.0,0.0,0,0.0,0.0,15.60727002719233,0.0,True,False,False,False
train,WC-2014,pavel mogilevets,P-01665,176618.0,1993-01-25,T-62,Russia,MID,21.377138945927445,,250000.0,1500000.0,0.0,0.0,0.0,0.0,0,,,,0.0,False,False,False,True
train,WC-2014,sergey ryzhikov,P-85559,25035.0,1980-09-19,T-62,Russia,GK,33.72758384668035,4500000.0,4500000.0,3800000.0,0.0,0.0,0.0,0.0,0,-0.169076330043934,-15.555555555555555,15.319587954740548,0.0,False,False,True,False
train,WC-2014,oleg shatov,P-27894,59187.0,1990-07-29,T-62,Russia,MID,23.871321013004792,6000000.0,4500000.0,6500000.0,0.0,3.0,3.0,0.0,0,0.08004270767353636,8.333333333333325,15.60727002719233,0.2876820168962362,False,False,False,True
train,WC-2014,yuri zhirkov,P-51786,16760.0,1983-08-20,T-62,Russia,DEF,30.811772758384667,8000000.0,12000000.0,6000000.0,0.0,1.0,1.0,0.0,0,-0.2876820724517809,-25.0,15.89495209964411,-0.40546506644150204,True,False,False,False
train,WC-2014,aleksandr samedov,P-06356,15076.0,1984-07-19,T-62,Russia,MID,29.897330595482547,10000000.0,9000000.0,10000000.0,0.0,3.0,3.0,0.0,0,0.0,0.0,16.11809565095832,0.10536050454671646,False,False,False,True
train,WC-2014,viktor fayzulin,P-08275,40254.0,1986-04-22,T-62,Russia,MID,28.139630390143736,9000000.0,7000000.0,8500000.0,0.0,3.0,3.0,0.0,0,-0.05715841383994864,-5.555555555555558,16.012735135300492,0.25131439653487836,False,False,False,True
train,WC-2014,aleksei ionov,P-73380,55356.0,1989-02-18,T-62,Russia,FWD,25.311430527036276,4000000.0,1800000.0,4500000.0,0.0,0.0,0.0,0.0,0,0.11778303565638346,12.5,15.201804919084164,0.7985073906623392,False,True,False,False
train,WC-2014,andrey yeshchenko,P-98872,48987.0,1984-02-09,T-62,Russia,DEF,30.338124572210816,3600000.0,4000000.0,3500000.0,0.0,2.0,1.0,1.0,0,-0.028170876966696335,-2.777777777777779,15.096444403426338,-0.10536048788005584,True,False,False,False
train,WC-2014,dmitri kombarov,P-63644,38782.0,1987-01-22,T-62,Russia,DEF,27.38672142368241,11000000.0,9000000.0,10000000.0,0.0,3.0,3.0,0.0,0,-0.0953101798043249,-9.090909090909093,16.213405830762646,0.200670675260133,True,False,False,False
train,WC-2014,sung ryong jung,P-88939,81790.0,1985-01-04,T-71,South Korea,GK,29.43463381245722,,,,0.0,2.0,2.0,0.0,0,,,,0.0,False,False,True,False
train,WC-2014,chang soo kim,P-19142,,1985-09-12,T-71,South Korea,DEF,28.747433264887064,,,,0.0,0.0,0.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,suk young yun,P-13271,,1990-02-13,T-71,South Korea,DEF,24.32580424366872,,,,0.0,3.0,3.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,tae hwi kwak,P-28296,,1981-07-08,T-71,South Korea,DEF,32.92813141683778,,,,0.0,0.0,0.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,young gwon kim,P-07259,126640.0,1990-02-27,T-71,South Korea,DEF,24.28747433264887,,,,0.0,3.0,3.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,seok ho hwang,P-09632,210113.0,1989-06-27,T-71,South Korea,DEF,24.958247775496236,,,,0.0,1.0,0.0,1.0,0,,,,0.0,True,False,False,False
train,WC-2014,bo kyung kim,P-16139,128375.0,1989-10-06,T-71,South Korea,MID,24.681724845995895,2000000.0,2500000.0,2000000.0,0.0,2.0,0.0,2.0,0,0.0,0.0,14.508657738524219,-0.22314345131425473,False,False,False,True
train,WC-2014,dae sung ha,P-03869,,1985-03-02,T-71,South Korea,MID,29.27857631759069,,,,0.0,0.0,0.0,0.0,0,,,,0.0,False,False,False,True
train,WC-2014,heung min son,P-77335,91845.0,1992-07-08,T-71,South Korea,MID,21.927446954141,14000000.0,13000000.0,16000000.0,1.0,3.0,3.0,0.0,0,0.13353139262452257,14.28571428571428,16.454567887579532,0.07410796665921683,False,False,False,True
train,WC-2014,chu young park,P-06608,30982.0,1985-07-10,T-71,South Korea,FWD,28.922655715263517,1000000.0,2500000.0,,0.0,2.0,2.0,0.0,0,,,13.815510557964274,-0.9162901318745751,False,True,False,False
train,WC-2014,keun ho lee,P-71308,,1985-04-11,T-71,South Korea,FWD,29.169062286105408,,,,1.0,3.0,0.0,3.0,0,,,,0.0,False,True,False,False
train,WC-2014,yong lee,P-64718,92078.0,1986-12-24,T-71,South Korea,DEF,27.46611909650924,,,,0.0,3.0,3.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,ja cheol koo,P-47440,91841.0,1989-02-27,T-71,South Korea,MID,25.286789869952088,5000000.0,4000000.0,4500000.0,1.0,3.0,3.0,0.0,0,-0.10536051565782628,-9.999999999999998,15.424948470398375,0.22314350131422106,False,False,False,True
train,WC-2014,kook young han,P-29447,,1990-04-19,T-71,South Korea,MID,24.147843942505133,,,,0.0,3.0,3.0,0.0,0,,,,0.0,False,False,False,True
train,WC-2014,jong woo park,P-71373,,1989-03-10,T-71,South Korea,MID,25.256673511293634,,,,0.0,0.0,0.0,0.0,0,,,,0.0,False,False,False,True
train,WC-2014,sung yueng ki,P-48433,81796.0,1989-01-24,T-71,South Korea,MID,25.37987679671458,6500000.0,7000000.0,6000000.0,0.0,3.0,3.0,0.0,0,-0.08004270767353637,-7.692307692307687,15.687312734865866,-0.07410796116471252,False,False,False,True
train,WC-2014,chung yong lee,P-40927,81801.0,1988-07-02,T-71,South Korea,MID,25.94387405886379,4000000.0,5000000.0,3000000.0,0.0,3.0,3.0,0.0,0,-0.2876820724517809,-25.0,15.201804919084164,-0.22314350131422098,False,False,False,True
train,WC-2014,shin wook kim,P-15736,,1988-04-14,T-71,South Korea,FWD,26.16016427104723,,,,0.0,2.0,1.0,1.0,0,,,,0.0,False,True,False,False
train,WC-2014,dong won ji,P-03922,164265.0,1991-05-28,T-71,South Korea,FWD,23.041752224503764,2000000.0,1500000.0,1500000.0,0.0,2.0,0.0,2.0,0,-0.2876820724517809,-25.0,14.508657738524219,0.2876819057852114,False,True,False,False
train,WC-2014,jeong ho hong,P-55453,126638.0,1989-08-12,T-71,South Korea,DEF,24.83230663928816,1000000.0,,1500000.0,0.0,3.0,3.0,0.0,0,0.4054651081081644,50.0,13.815510557964274,0.0,True,False,False,False
train,WC-2014,seung gyu kim,P-42523,92076.0,1990-09-30,T-71,South Korea,GK,23.698836413415467,,,,0.0,1.0,1.0,0.0,0,,,,0.0,False,False,True,False
train,WC-2014,joo ho park,P-16489,111900.0,1987-01-16,T-71,South Korea,DEF,27.4031485284052,1500000.0,900000.0,2500000.0,0.0,0.0,0.0,0.0,0,0.5108256237659907,66.66666666666667,14.22097566607244,0.5108251793219413,True,False,False,False
train,WC-2014,bum young lee,P-18963,,1989-04-02,T-71,South Korea,GK,25.193702943189596,,,,0.0,0.0,0.0,0.0,0,,,,0.0,False,False,True,False
train,WC-2014,iker casillas,P-61793,3979.0,1981-05-20,T-73,Spain,GK,33.06228610540725,12000000.0,30000000.0,8000000.0,0.0,2.0,2.0,0.0,0,-0.40546510810816444,-33.333333333333336,16.300417207752275,-0.916290681874158,False,False,True,False
train,WC-2014,raul albiol,P-24647,15452.0,1985-09-04,T-73,Spain,DEF,28.76933607118412,12000000.0,8000000.0,10000000.0,0.0,1.0,1.0,0.0,0,-0.1823215567939546,-16.666666666666664,16.300417207752275,0.405465066441502,True,False,False,False
train,WC-2014,gerard pique,P-64348,18944.0,1987-02-02,T-73,Spain,DEF,27.356605065023956,36000000.0,36000000.0,35000000.0,0.0,1.0,1.0,0.0,0,-0.028170876966696335,-2.777777777777779,17.399029496420383,0.0,True,False,False,False
train,WC-2014,javi martinez,P-05758,44017.0,1988-09-02,T-73,Spain,MID,25.7741273100616,37000000.0,30000000.0,30000000.0,0.0,1.0,1.0,0.0,0,-0.20972053098206903,-18.918918918918916,17.4264284706085,0.209720524675763,False,False,False,True
train,WC-2014,not applicable juanfran,P-35157,,1985-01-09,T-73,Spain,DEF,29.420944558521562,,,,0.0,1.0,1.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,andres iniesta,P-56330,7600.0,1984-05-11,T-73,Spain,MID,30.086242299794662,55000000.0,70000000.0,45000000.0,0.0,3.0,3.0,0.0,0,-0.2006706954621511,-18.181818181818176,17.822843743196746,-0.2411620529207842,False,False,False,True
train,WC-2014,david villa,P-49097,7980.0,1981-12-03,T-73,Spain,FWD,32.52292950034223,10000000.0,12000000.0,7500000.0,1.0,1.0,1.0,0.0,0,-0.2876820724517809,-25.0,16.11809565095832,-0.18232154012728946,False,True,False,False
train,WC-2014,not applicable xavi,P-29415,,1980-01-25,T-73,Spain,MID,34.379192334017795,,,,0.0,1.0,1.0,0.0,0,,,,0.0,False,False,False,True
train,WC-2014,fernando torres,P-71661,7767.0,1984-03-20,T-73,Spain,FWD,30.22861054072553,19000000.0,28000000.0,7000000.0,1.0,3.0,1.0,2.0,0,-0.9985288301111273,-63.1578947368421,16.759949537130716,-0.387765514091471,False,True,False,False
train,WC-2014,cesc fabregas,P-81297,8806.0,1987-05-04,T-73,Spain,MID,27.107460643394933,50000000.0,45000000.0,40000000.0,0.0,2.0,0.0,2.0,0,-0.2231435513142097,-19.999999999999996,17.72753356339242,0.10536051343560414,False,False,False,True
train,WC-2014,not applicable pedro,P-78418,,1987-07-28,T-73,Spain,FWD,26.874743326488705,,,,0.0,2.0,1.0,1.0,0,,,,0.0,False,True,False,False
train,WC-2014,david de gea,P-52217,59377.0,1990-11-07,T-73,Spain,GK,23.59479808350445,17000000.0,17000000.0,18000000.0,0.0,0.0,0.0,0.0,0,0.05715841383994862,5.882352941176472,16.64872390202049,0.0,False,False,True,False
train,WC-2014,juan mata,P-47597,44068.0,1988-04-28,T-73,Spain,MID,26.12183436002738,40000000.0,42000000.0,40000000.0,1.0,1.0,0.0,1.0,0,0.0,0.0,17.50439001207821,-0.04879016297895587,False,False,False,True
train,WC-2014,xabi alonso,P-73924,7476.0,1981-11-25,T-73,Spain,MID,32.544832306639286,12000000.0,18000000.0,8000000.0,1.0,3.0,3.0,0.0,0,-0.40546510810816444,-33.333333333333336,16.300417207752275,-0.4054650803303886,False,False,False,True
train,WC-2014,sergio ramos,P-89177,25557.0,1986-03-30,T-73,Spain,DEF,28.202600958247775,40000000.0,40000000.0,45000000.0,0.0,3.0,3.0,0.0,0,0.11778303565638346,12.5,17.50439001207821,0.0,True,False,False,False
train,WC-2014,sergio busquets,P-28010,65230.0,1988-07-16,T-73,Spain,MID,25.905544147843944,45000000.0,42000000.0,40000000.0,0.0,2.0,2.0,0.0,0,-0.11778303565638351,-11.111111111111116,17.622173047734595,0.06899286989964984,False,False,False,True
train,WC-2014,not applicable koke,P-37294,,1992-01-08,T-73,Spain,MID,22.425735797399042,,,,0.0,2.0,1.0,1.0,0,,,,0.0,False,False,False,True
train,WC-2014,jordi alba,P-01416,69751.0,1989-03-21,T-73,Spain,DEF,25.22655715263518,25000000.0,25000000.0,25000000.0,0.0,3.0,3.0,0.0,0,0.0,0.0,17.034386382832476,0.0,True,False,False,False
train,WC-2014,diego costa,P-02231,44779.0,1988-10-07,T-73,Spain,FWD,25.678302532511978,35000000.0,15000000.0,37000000.0,0.0,2.0,2.0,0.0,0,0.055569851154810786,5.714285714285716,17.37085861945369,0.8472978222919674,False,True,False,False
train,WC-2014,santi cazorla,P-98074,15799.0,1984-12-13,T-73,Spain,MID,29.49486652977413,30000000.0,25000000.0,26000000.0,0.0,2.0,1.0,1.0,0,-0.1431008436406733,-13.33333333333333,17.216707939626428,0.18232155012728826,False,False,False,True
train,WC-2014,david silva,P-64102,35518.0,1986-01-08,T-73,Spain,MID,28.424366872005475,40000000.0,44000000.0,40000000.0,0.0,3.0,2.0,1.0,0,0.0,0.0,17.50439001207821,-0.0953101775315976,False,False,False,True
train,WC-2014,cesar azpilicueta,P-60716,57500.0,1989-08-28,T-73,Spain,DEF,24.788501026694046,18000000.0,14000000.0,20000000.0,0.0,2.0,2.0,0.0,0,0.10536051565782635,11.111111111111116,16.70588231586044,0.25131441240789126,True,False,False,False
train,WC-2014,pepe reina,P-44334,7825.0,1982-08-31,T-73,Spain,GK,31.78097193702943,10000000.0,10000000.0,4000000.0,0.0,1.0,1.0,0.0,0,-0.916290731874155,-60.0,16.11809565095832,0.0,False,False,True,False
train,WC-2014,diego benaglio,P-46325,1667.0,1983-09-08,T-75,Switzerland,GK,30.759753593429156,6000000.0,5000000.0,6000000.0,0.0,4.0,4.0,0.0,0,0.0,0.0,15.60727002719233,0.18232152346062738,False,False,True,False
train,WC-2014,stephan lichtsteiner,P-09988,2865.0,1984-01-16,T-75,Switzerland,DEF,30.403832991101986,17000000.0,16500000.0,13000000.0,0.0,4.0,4.0,0.0,0,-0.2682639865946794,-23.529411764705888,16.64872390202049,0.029852961367150082,True,False,False,False
train,WC-2014,reto ziegler,P-09704,9915.0,1986-01-16,T-75,Switzerland,DEF,28.40246406570842,2500000.0,7400000.0,1250000.0,0.0,0.0,0.0,0.0,0,-0.6931471805599453,-50.0,14.73180128983843,-1.0851890034711749,True,False,False,False
train,WC-2014,philippe senderos,P-94161,4277.0,1985-02-14,T-75,Switzerland,DEF,29.322381930184804,2500000.0,2000000.0,2000000.0,0.0,1.0,0.0,1.0,0,-0.2231435513142097,-19.999999999999996,14.73180128983843,0.22314345131425475,True,False,False,False
train,WC-2014,steve von bergen,P-62393,4793.0,1983-06-10,T-75,Switzerland,DEF,31.006160164271048,1500000.0,1200000.0,1500000.0,0.0,2.0,2.0,0.0,0,0.0,0.0,14.22097566607244,0.22314338464766817,True,False,False,False
train,WC-2014,michael lang,P-95507,51346.0,1991-02-08,T-75,Switzerland,DEF,23.340177960301162,1500000.0,850000.0,2000000.0,0.0,1.0,0.0,1.0,0,0.28768207245178085,33.33333333333333,14.22097566607244,0.5679835278024875,True,False,False,False
train,WC-2014,tranquillo barnetta,P-97143,6645.0,1985-05-22,T-75,Switzerland,MID,29.05681040383299,3000000.0,4000000.0,3000000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.914122846632385,-0.28768198911847187,False,False,False,True
train,WC-2014,gokhan inler,P-09596,19041.0,1984-06-27,T-75,Switzerland,MID,29.95756331279945,14000000.0,18000000.0,10000000.0,0.0,4.0,4.0,0.0,0,-0.3364722366212129,-28.57142857142857,16.454567887579532,-0.25131441240789115,False,False,False,True
train,WC-2014,haris seferovic,P-07180,109256.0,1992-02-22,T-75,Switzerland,FWD,22.302532511978097,4500000.0,1000000.0,4000000.0,1.0,4.0,1.0,3.0,0,-0.11778303565638351,-11.111111111111116,15.319587954740548,1.5040766189989716,False,True,False,False
train,WC-2014,granit xhaka,P-77224,111455.0,1992-09-27,T-75,Switzerland,MID,21.7056810403833,10000000.0,8000000.0,13000000.0,1.0,4.0,4.0,0.0,0,0.26236426446749106,30.000000000000004,16.11809565095832,0.22314352631421253,False,False,False,True
train,WC-2014,valon behrami,P-54713,21905.0,1985-04-19,T-75,Switzerland,MID,29.14715947980835,16000000.0,11000000.0,6000000.0,0.0,4.0,4.0,0.0,0,-0.9808292530117262,-62.5,16.588099280204055,0.374693421032322,False,False,False,True
train,WC-2014,yann sommer,P-63312,42205.0,1988-12-17,T-75,Switzerland,GK,25.4839151266256,8000000.0,6000000.0,10000000.0,0.0,0.0,0.0,0.0,0,0.22314355131420976,25.0,15.89495209964411,0.2876820307851204,False,False,True,False
train,WC-2014,ricardo rodriguez,P-43367,86784.0,1992-08-25,T-75,Switzerland,DEF,21.796030116358658,20000000.0,8000000.0,28000000.0,0.0,4.0,4.0,0.0,0,0.3364722366212129,39.99999999999999,16.811242831518264,0.9162906568741617,True,False,False,False
train,WC-2014,valentin stocker,P-00875,45178.0,1989-04-12,T-75,Switzerland,MID,25.166324435318277,7000000.0,5000000.0,5500000.0,0.0,1.0,1.0,0.0,0,-0.2411620568168881,-21.42857142857143,15.761420707019587,0.33647217947836555,False,False,False,True
train,WC-2014,blerim dzemaili,P-35818,9967.0,1986-04-12,T-75,Switzerland,MID,28.16700889801506,11000000.0,7000000.0,7000000.0,1.0,3.0,0.0,3.0,0,-0.45198512374305727,-36.36363636363637,16.213405830762646,0.4519850717950114,False,False,False,True
train,WC-2014,gelson fernandes,P-77553,20081.0,1986-09-02,T-75,Switzerland,MID,27.77549623545517,3000000.0,3000000.0,2500000.0,0.0,1.0,0.0,1.0,0,-0.1823215567939546,-16.666666666666664,14.914122846632385,0.0,False,False,False,True
train,WC-2014,mario gavranovic,P-36686,61380.0,1989-11-24,T-75,Switzerland,FWD,24.54757015742642,1500000.0,1250000.0,1750000.0,0.0,0.0,0.0,0.0,0,0.15415067982725836,16.666666666666675,14.22097566607244,0.18232142346071903,False,True,False,False
train,WC-2014,admir mehmedi,P-51579,66058.0,1991-03-16,T-75,Switzerland,FWD,23.241615331964407,5500000.0,,6000000.0,1.0,4.0,3.0,1.0,0,0.08701137698962969,9.090909090909083,15.520258650202699,0.0,False,True,False,False
train,WC-2014,josip drmic,P-07453,140579.0,1992-08-08,T-75,Switzerland,FWD,21.842573579739906,10000000.0,1500000.0,8000000.0,0.0,4.0,3.0,1.0,0,-0.2231435513142097,-19.999999999999996,16.11809565095832,1.8971194182194318,False,True,False,False
train,WC-2014,johan djourou,P-25758,34561.0,1987-01-18,T-75,Switzerland,DEF,27.397672826830938,3000000.0,4500000.0,3000000.0,0.0,4.0,4.0,0.0,0,0.0,0.0,14.914122846632385,-0.4054649969970841,True,False,False,False
train,WC-2014,roman burki,P-90361,59027.0,1990-11-14,T-75,Switzerland,GK,23.575633127994525,2500000.0,1250000.0,4500000.0,0.0,0.0,0.0,0.0,0,0.5877866649021191,80.0,14.73180128983843,0.6931467805601853,False,False,True,False
train,WC-2014,fabian schar,P-25131,135343.0,1991-12-20,T-75,Switzerland,DEF,22.477754962354553,8000000.0,5000000.0,8000000.0,0.0,2.0,2.0,0.0,0,0.0,0.0,15.89495209964411,0.4700035542457477,True,False,False,False
train,WC-2014,xherdan shaqiri,P-39460,86792.0,1991-10-10,T-75,Switzerland,MID,22.67214236824093,20000000.0,15000000.0,18000000.0,3.0,4.0,4.0,0.0,0,-0.10536051565782628,-9.999999999999998,16.811242831518264,0.2876820557851152,False,False,False,True
train,WC-2014,tim howard,P-50522,4267.0,1979-03-06,T-83,United States,GK,35.26899383983573,2000000.0,3500000.0,2000000.0,0.0,4.0,4.0,0.0,0,0.0,0.0,14.508657738524219,-0.5596155736497925,False,False,True,False
train,WC-2014,deandre yedlin,P-95273,255916.0,1993-07-09,T-83,United States,DEF,20.92539356605065,250000.0,,1500000.0,0.0,3.0,0.0,3.0,0,1.791759469228055,500.0,12.429216196844383,0.0,True,False,False,False
train,WC-2014,omar gonzalez,P-20244,99690.0,1988-10-11,T-83,United States,DEF,25.66735112936345,,,,0.0,3.0,2.0,1.0,0,,,,0.0,True,False,False,False
train,WC-2014,michael bradley,P-97258,30593.0,1987-07-31,T-83,United States,MID,26.86652977412731,6500000.0,5000000.0,4500000.0,0.0,4.0,4.0,0.0,0,-0.3677247801253174,-30.76923076923077,15.687312734865866,0.26236421831365303,False,False,False,True
train,WC-2014,matt besler,P-95009,,1987-02-11,T-83,United States,DEF,27.33196440793977,,,,0.0,4.0,4.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,john brooks,P-41262,124732.0,1993-01-28,T-83,United States,DEF,21.36892539356605,3000000.0,1000000.0,4500000.0,1.0,1.0,0.0,1.0,0,0.4054651081081644,50.0,14.914122846632385,1.0986116220018873,True,False,False,False
train,WC-2014,damarcus beasley,P-91976,,1982-05-24,T-83,United States,DEF,32.05201916495551,,,,0.0,4.0,4.0,0.0,0,,,,0.0,True,False,False,False
train,WC-2014,clint dempsey,P-18672,27577.0,1983-03-09,T-83,United States,MID,31.260780287474333,7000000.0,11500000.0,5000000.0,2.0,4.0,4.0,0.0,0,-0.3364722366212129,-28.57142857142857,15.761420707019587,-0.49643683041327646,False,False,False,True
train,WC-2014,aron johannsson,P-01169,119169.0,1990-11-10,T-83,United States,FWD,23.586584531143053,4000000.0,2000000.0,4000000.0,0.0,1.0,0.0,1.0,0,0.0,0.0,15.201804919084164,0.6931469305600391,False,True,False,False
train,WC-2014,mix diskerud,P-24300,103559.0,1990-10-02,T-83,United States,MID,23.693360711841205,1400000.0,900000.0,1400000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.151982794585487,0.4418323554540046,False,False,False,True
train,WC-2014,alejandro bedoya,P-09053,111783.0,1987-04-29,T-83,United States,MID,27.121149897330596,2250000.0,750000.0,2500000.0,0.0,4.0,3.0,1.0,0,0.10536051565782635,11.111111111111116,14.626440774180603,1.0986113997800109,False,False,False,True
train,WC-2014,brad guzan,P-58476,39471.0,1984-09-09,T-83,United States,GK,29.754962354551676,5000000.0,3500000.0,5000000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.424948470398375,0.35667485822446754,False,False,True,False
train,WC-2014,jermaine jones,P-10072,1321.0,1981-11-03,T-83,United States,MID,32.60506502395619,3000000.0,4500000.0,3000000.0,1.0,4.0,4.0,0.0,0,0.0,0.0,14.914122846632385,-0.4054649969970841,False,False,False,True
train,WC-2014,brad davis,P-41052,,1981-11-08,T-83,United States,MID,32.591375770020534,,,,0.0,1.0,1.0,0.0,0,,,,0.0,False,False,False,True
train,WC-2014,kyle beckerman,P-45750,,1982-04-23,T-83,United States,MID,32.1368925393566,,,,0.0,3.0,3.0,0.0,0,,,,0.0,False,False,False,True
train,WC-2014,julian green,P-91438,161204.0,1995-06-06,T-83,United States,MID,19.017111567419576,500000.0,,1500000.0,1.0,1.0,0.0,1.0,0,1.0986122886681098,200.0,13.122363377404328,0.0,False,False,False,True
train,WC-2014,jozy altidore,P-07475,39378.0,1989-11-06,T-83,United States,FWD,24.5968514715948,6000000.0,5000000.0,3500000.0,0.0,1.0,1.0,0.0,0,-0.5389965007326869,-41.666666666666664,15.60727002719233,0.18232152346062738,False,True,False,False
train,WC-2014,chris wondolowski,P-78024,,1983-01-28,T-83,United States,FWD,31.370294318959616,,,,0.0,2.0,0.0,2.0,0,,,,0.0,False,True,False,False
train,WC-2014,graham zusi,P-51653,,1986-08-18,T-83,United States,MID,27.81656399726215,,,,0.0,4.0,3.0,1.0,0,,,,0.0,False,False,False,True
train,WC-2014,geoff cameron,P-31173,31642.0,1985-07-11,T-83,United States,DEF,28.919917864476385,4500000.0,5000000.0,4000000.0,0.0,3.0,3.0,0.0,0,-0.11778303565638351,-11.111111111111116,15.319587954740548,-0.10536049343560876,True,False,False,False
train,WC-2014,timothy chandler,P-98378,49723.0,1990-03-29,T-83,United States,DEF,24.205338809034906,2500000.0,4500000.0,2500000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.73180128983843,-0.5877864871243966,True,False,False,False
train,WC-2014,nick rimando,P-78113,,1979-06-17,T-83,United States,GK,34.98699520876112,,,,0.0,0.0,0.0,0.0,0,,,,0.0,False,False,True,False
train,WC-2014,fabian johnson,P-71933,31041.0,1987-12-11,T-83,United States,DEF,26.50239561943874,4000000.0,4000000.0,5000000.0,0.0,4.0,4.0,0.0,0,0.22314355131420976,25.0,15.201804919084164,0.0,True,False,False,False
train,WC-2014,fernando muslera,P-10014,58088.0,1986-06-16,T-84,Uruguay,GK,27.98904859685147,16000000.0,13000000.0,18000000.0,0.0,4.0,4.0,0.0,0,0.11778303565638346,12.5,16.588099280204055,0.20763935035516853,False,False,True,False
